delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,sound_1.started,sound_1.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.1,1000,exp,0,0,0,3,21.182935200165957,22.162363500101492,22.162363500101492,22.195268400013447,space,2.2766548998188227,24.561740719969386,24.863284500082955,24.863284500082955,24.863284500082955,24.863284500082955,120,1,[17.331252000061795],[17.33126200013794],060947,001,2022-11-10_19h31.09.380,intentional binding task,2022.2.3,59.96347025499182,
0.4,1000,exp,0,1,1,10,42.19450889993459,43.19418460014276,43.19418460014276,43.19418460014276,space,0.877402699785307,44.49434251992498,,44.79402970010415,44.79402970010415,44.79402970010415,400,2,"[17.331252000061795, 3.615100499941036]","[17.33126200013794, 3.615108999889344]",060947,001,2022-11-10_19h31.09.380,intentional binding task,2022.2.3,59.96347025499182,
0.4,1000,exp,0,2,2,4,48.410688700154424,49.41067899996415,49.41067899996415,49.41067899996415,space,0.7589856998529285,50.59388002010528,,50.89375460008159,50.89375460008159,50.89375460008159,200,3,"[17.331252000061795, 3.615100499941036, 9.381968999980018]","[17.33126200013794, 3.615108999889344, 9.38197709992528]",060947,001,2022-11-10_19h31.09.380,intentional binding task,2022.2.3,59.96347025499182,
0.7,400,unexp,0,3,3,2,60.27674670005217,61.2768773001153,61.2768773001153,61.2768773001153,space,0.5540879999753088,62.55957271999214,,62.86006440012716,62.86006440012716,62.86006440012716,450,4,"[17.331252000061795, 3.615100499941036, 9.381968999980018, 8.032715700101107]","[17.33126200013794, 3.615108999889344, 9.38197709992528, 8.032724300166592]",060947,001,2022-11-10_19h31.09.380,intentional binding task,2022.2.3,59.96347025499182,
0.4,1000,exp,0,4,4,7,70.89267290011048,71.89267480000854,71.89267480000854,71.89267480000854,space,0.5743848998099566,72.89284761997405,,73.19269820000045,73.19269820000045,73.19269820000045,350,5,"[17.331252000061795, 3.615100499941036, 9.381968999980018, 8.032715700101107, 7.4647699999623]","[17.33126200013794, 3.615108999889344, 9.38197709992528, 8.032724300166592, 7.464778100140393]",060947,001,2022-11-10_19h31.09.380,intentional binding task,2022.2.3,59.96347025499182,
0.1,400,unexp,0,5,5,0,80.65896230004728,81.6589065999724,81.6589065999724,81.6589065999724,space,0.1544644997920841,81.94225362015422,82.24218269996345,82.24218269996345,82.24218269996345,82.24218269996345,450,6,"[17.331252000061795, 3.615100499941036, 9.381968999980018, 8.032715700101107, 7.4647699999623, 4.150133900111541]","[17.33126200013794, 3.615108999889344, 9.38197709992528, 8.032724300166592, 7.464778100140393, 4.150142499944195]",060947,001,2022-11-10_19h31.09.380,intentional binding task,2022.2.3,59.96347025499182,
0.1,1000,exp,0,6,6,9,86.39188250014558,87.39186750003137,87.39186750003137,87.39186750003137,space,0.7138388997409493,88.22541642005089,,88.52531159995124,88.52531159995124,88.52531159995124,200,7,"[17.331252000061795, 3.615100499941036, 9.381968999980018, 8.032715700101107, 7.4647699999623, 4.150133900111541, 5.517208100063726]","[17.33126200013794, 3.615108999889344, 9.38197709992528, 8.032724300166592, 7.464778100140393, 4.150142499944195, 5.517216499894857]",060947,001,2022-11-10_19h31.09.380,intentional binding task,2022.2.3,59.96347025499182,
0.7,1000,exp,0,7,7,11,94.04137150011957,95.04143600002863,95.04143600002863,95.04143600002863,space,0.6803194999229163,96.44146772010717,96.74121540016495,96.74121540016495,96.74121540016495,96.74121540016495,700,8,"[17.331252000061795, 3.615100499941036, 9.381968999980018, 8.032715700101107, 7.4647699999623, 4.150133900111541, 5.517208100063726, 3.4826122999656945]","[17.33126200013794, 3.615108999889344, 9.38197709992528, 8.032724300166592, 7.464778100140393, 4.150142499944195, 5.517216499894857, 3.4826243999414146]",060947,001,2022-11-10_19h31.09.380,intentional binding task,2022.2.3,59.96347025499182,
0.4,400,unexp,0,8,8,1,100.22428090008907,101.22468540002592,101.22468540002592,101.22468540002592,space,0.5451162999961525,102.19105662012007,,102.49109770008363,102.49109770008363,102.49109770008363,400,9,"[17.331252000061795, 3.615100499941036, 9.381968999980018, 8.032715700101107, 7.4647699999623, 4.150133900111541, 5.517208100063726, 3.4826122999656945, 3.9843218000605702]","[17.33126200013794, 3.615108999889344, 9.38197709992528, 8.032724300166592, 7.464778100140393, 4.150142499944195, 5.517216499894857, 3.4826243999414146, 3.9843297998886555]",060947,001,2022-11-10_19h31.09.380,intentional binding task,2022.2.3,59.96347025499182,
0.7,1000,exp,0,9,9,5,106.47416490013711,107.47417700011283,107.47417700011283,107.47417700011283,space,0.47355209989473224,108.67422642002347,,108.97407130012289,108.97407130012289,108.97407130012289,450,10,"[17.331252000061795, 3.615100499941036, 9.381968999980018, 8.032715700101107, 7.4647699999623, 4.150133900111541, 5.517208100063726, 3.4826122999656945, 3.9843218000605702, 5.94872420001775]","[17.33126200013794, 3.615108999889344, 9.38197709992528, 8.032724300166592, 7.464778100140393, 4.150142499944195, 5.517216499894857, 3.4826243999414146, 3.9843297998886555, 5.948732300195843]",060947,001,2022-11-10_19h31.09.380,intentional binding task,2022.2.3,59.96347025499182,
0.1,1000,exp,0,10,10,6,114.92377310013399,115.92367719998583,115.92367719998583,115.92367719998583,space,0.3957561997231096,116.44027452010195,116.7400988000445,116.7400988000445,116.7400988000445,116.7400988000445,100,11,"[17.331252000061795, 3.615100499941036, 9.381968999980018, 8.032715700101107, 7.4647699999623, 4.150133900111541, 5.517208100063726, 3.4826122999656945, 3.9843218000605702, 5.94872420001775, 9.198385500116274]","[17.33126200013794, 3.615108999889344, 9.38197709992528, 8.032724300166592, 7.464778100140393, 4.150142499944195, 5.517216499894857, 3.4826243999414146, 3.9843297998886555, 5.948732300195843, 9.19839350017719]",060947,001,2022-11-10_19h31.09.380,intentional binding task,2022.2.3,59.96347025499182,
